text,label
아내랑 등산했는데 기분이 너무 상쾌하고 좋아.,1
여자친구한테 정말 감사해. 제대할 때까지 불평 없이 기다려주는 사람은 그녀 밖에 없을 거야.,1
나만 친구들 사이에서 직장이 없어. 세상에 나 혼자만 버려진 기분이야.,0
요 며칠 잠을 잘 자지 못해서 피곤했는데 어젯밤엔 푹 잘 잤어. 몸이 가뿐하고 머릿속이 맑은 게 참 좋다.,1
내 주변 사람들은 내가 노망이 난다고 해도 날 잘 보살펴 줄 거야.,1
할머니가 돌아가시기 전날 나한테 전화하셨는데 받지 않았던 게 너무 후회돼.,0
사람들은 항상 좋은 직업에 환호해. 나는 내가 원하는 것을 하고 싶은데 말이야.,0
요즘 왜 살아야 되는지 잘 모르겠어.,0
아내가 홍삼을 사 왔네.,1
요즘따라 너무 우울하네.,0
언니는 왜 맨날 그러지. 내가 숙제가 안 풀려서 물어보니깐 귀찮게 하지 말고 저리 가래.,0
사돈댁은 죽은 뒤 장례식까지 생각해놨어. 나도 빨리 준비해야 하는데 초조해.,0
힘들 때 좋아하는 가수의 노래를 들으면 마음이 편해지는 것 같아 좋아.,1
우리 학교는 다행히 따돌림이나 폭력 문제는 없는 것 같아.,1
운동해서 건강 챙겨야 하는데 야근해서 너무 피곤해.,0
동창이 당뇨로 한쪽 발을 잘랐는데 걱정과 다르게 건강해서 다행이야.,1
왜 맨날 나만 많은 업무량을 주는 걸까? 너무 화나!,0
내가 돈만 많았다면 고생 안 하고 건강하게 살아있을 것이 분명해.,0
직장 내 괴롭힘 금지법의 기준이 애매해서 회사 전체가 혼란스러워.,0
하루 하루 학교폭력의 정도가 너무 심해지고 있어.,0
자신의 건강을 해치는 행동을 서슴없이 하는 친구가 너무 답답해.,0
내가 학교 선생님과 친해서 혼자 시험 정보를 얻게 되어 죄책감이 들어.,0
부모님은 내가 무슨 일이 있을 때마다 적극 해결해주셔.,1
우리 회사는 직원들에게 최고의 복지를 제공한다고 믿고 있어.,1
내 아들이 서울대 의대에 합격했어.,1
이제 학생이 되니까 주위 시선이 신경쓰여.,0
아내가 드디어 출산했어. 기뻐서 눈물이 나.,0
정말 괴롭고 뭐라고 얘기해야 할지 모르겠어. 너무 큰 충격으로 힘들어.,0
엄마랑 오랜만에 레스토랑에서 외식하는데 분위기랑 음식이 너무 좋았어. 또 가고 싶다.,1
연애 초기에는 불안했는데 이제 오년차가 되다보니 서로 믿고 의지하게 되었어.,1
반에 무서운 아이한테 걸린 것 같아. 안 그래도 혼잔데.,0
자식들은 이제 나를 우러러보지 않는 것 같아.,0
결혼을 일찍 하고 아이를 낳아서 지금 너무 편안해.,1
내가 다리를 다쳤는데 친구들이 날 그냥 두고 운동장으로 가서 외로웠어.,0
무릎 인공관절 삽입술을 하고 나서 처음으로 아내와 함께 재활치료를 하는데 아주 희망적이야!,1
노년에 몸이 아프고 인간관계가 점점 줄어 들어 슬퍼.,0
친구가 내가 경제적으로 어려웠을 때 도움을 주었어. 정말 고마워.,1
나도 장애가 있어서 힘든데 자식과 늙으신 부모님 때문에 허리가 휠 것 같아.,0
매일 새로운 친구를 만나는 약속을 하는 게 너무 즐거워!,1
좋아하던 선배에게 어제 고백을 받았어!,1
아내가 매일 사랑한다고 말하기로 한 약속을 잘 지켜서 만족스러워.,1
대인관계를 신뢰해.,1
임대료가 매월 밀려서 들어와.,0
나는 매사에 자신감이 떨어져. 정말 한심한 것 같아.,0
내가 내 몸 관리를 잘 못 해서 일을 하지 못하게 됐어. 아내를 책임지지 못해 죄책감이 들어.,0
가족도 같이 클때나 가족인 거 같아.,0
애들이 날 따돌리는 것 같아. 자꾸 무시당하고 있어.,0
코로나가 터지고 나서 병에 대해 예민해진것 같아.,0
사람을 만나도 즐겁지가 않아. 그저 기계적으로 반응하고 있는 것 같네.,0
이번에 승진 연차가 아닌데 승진을 시켜줬어. 너무 감사해.,1
앓던 병이 심해져서 이젠 혼자서 밥도 먹지 못하고 화장실도 못 가. 정말 최악이야.,0
친구는 잘 하던데 나는 어째서 이러는지 모르겠어.,0
얼마 전에 건강검진을 했는데 당장 살을 빼지 않으면 십 년 안에 죽을 수도 있대.,0
나를 괴롭히던 애가 드디어 징계를 받게 되었어.,1
김 부장은 왜 평일에 가만히 있다가 금요일에 업무를 맡겨서 이번 주까지 끝내라 하는 거지?,0
자식들이 지원받는 것을 너무 당연하게 생각해서 너무 속상해.,0
요즘 나만 가난한 것 같아 열등감이 들어.,0
엄마는 내가 힘이 들 때마다 조언을 해 주셔. 덕분에 세상을 살기가 한결 편안하다는 생각이 들어.,1
내가 이 회사에 지원해도 될까? 나는 뽑지 않을 것 같은데.,0
이번에 다니는 병원 의사 선생님은 정말 믿음이 가.,1
딸이 아침에 비명을 질러 놀라서 나가보니 그냥 나비가 딸 팔위에 앉은 것이라 안심했어.,1
계속되는 야근으로 지쳐 휴직서를 썼는데 수리가 돼서 기뻐.,1
연금으로 생활하기가 부족하네.,0
남편이 자기 취미생활만 중요하게 생각하는 모습이 서운해.,0
교수님이 나 말고 다른 친구를 뽑으셨어.,0
남편 없이 혼자 살기 시작한 후로 시간이 멈춘 거 같아.,0
요새 내 친구들이 나랑 밥을 먹지 않아서 정말 외로워.,0
내가 가장 가고 싶어 하는 기업에 떨어졌어. 힘내서 내년에 또 지원하면 될 거야.,1
내 아내가 다행히 출산을 마쳤어.,1
이번에 중간고사에서 좋은 성적을 받아서 흡족스러워.,1
반 친구들이 학교 폭력 실태 조사지에 솔직하게 응답한 덕분에 나를 괴롭히던 애가 징계를 받게 됐어.,1
친구들이랑 말해봤어. 공부 잘하는 유나가 답을 돌릴 거야.,0
오늘은 정말 기쁜 날이야. 날 여자라고 깔보던 상사를 내가 오늘 실적으로 이겼거든.,1
나를 응원해주는 사람들이 있어서 나는 요즘 너무 행복해.,1
친구랑 다퉜는데 선생님은 나만 가지고 뭐라고 하셔.,1
따돌림을 받았어.,0
인공 달팽이관 수술을 하고나서 아내가 하는 말을 모두 알아들을 수 있어 너무 기뻐.,1
지금 청력이 많이 안 좋아졌지만 노래를 들으면 노래 제목을 다 맞출 수 있어서 기뻐.,1
최근에 살이 많이 쪄서 스트레스를 받고 있어.,0
딸이 챙겨먹으라고 했던 영양제를 꾸준히 먹고 있는데 괜찮은 것 같아서 기뻐.,1
회사원으로 평생을 일했는데 나이가 들어 더 이상은 어려워졌어. 너무 힘들어.,0
동무 나진이가 서울에 있는 대학에 간대. 함께 놀다가 버려진 기분이야.,0
회사에서 실력을 인정받아 이번에 최연소 팀장으로 승진했어. 동료들이 축하해줄 줄 알았는데 오히려 날 멀리하고 피하는 거 같아서 당황스러워.,0
진짜 짜증나는 일이 생겼어.,0
돈 없는 사람이 몸까지 자꾸 나빠지니 집이 스위트 홈도 그냥 집도 아닌 감옥일세.,0
드디어 취업했어. 정말 기분 좋아.,1
아들이 서울대 의대에 합격했는데 내가 합격한 것보다 더 기뻐.,1
나 다음 달부터 월급이 인상된대!,1
요새 코로나 때문에 직장을 잃을까 봐 너무 걱정스러워.,0
어제부터 사귀기로 한 사람 정말 착하고 자상한 것 같아.,1
회사가 바빠 은퇴식도 못 하고 갈 거 같아.,0
막상 은퇴를 하니 구직이 되지 않아 당혹스러워.,0
별로 친하지도 않은 동료가 같이 밥 먹자고 해서 배가 고픈데도 배부르다고 했어.,0
진짜 착한 애들인데 엄마는 내 친구들이 노는 애들인 줄 알아서 억울해.,0
드디어 승진에 필요한 자격증을 따서 마음이 한결 편안해졌어.,1
새 학기인데 학교에서 친구가 한 명도 없어서 걱정이야. 남들이 보기에 불쌍해 보이겠지?,0
시험관 아기 시술 세 번 만에 임신에 성공했어. 너무 기뻐서 눈물이 다 날 지경이야.,1
오늘 학교에서 친구들한테 또 따돌림을 당했어. 늘 있는 일이지만.,1
이번에 직무 관련으로 보직이 다른 곳으로 발령이 났는데 마음에 들지가 않아 그만둘까 해.,0
나이가 드니 행동을 빠르게 못 하겠어. 그런 내가 아들은 못마땅한 것 같아.,0
오늘 늦둥이를 봤어.,1
이번주에 식구들끼리 제주도에 가기로 했어. 식구끼리 시간 보내는걸 무척 좋아해.,1
형이랑 물놀이 하다가 신발이 떠내려 갔는데 돌덩이에 걸렸어. 신발이 걸려서 천만다행이야.,1
노후 준비로 미리 땅을 사두려고 대출을 받으려고 했더니 거절당해서 우울해.,0
다들 날 보면 수근 대는 거 같고 날 욕하는 느낌이야.,0
나이 보다 건강하다고 생각했는데 삼십 대 이전으로 건강을 회복할 수 없을 거라는 의사의 말이 충격이었어.,0
내가 병원에 입원했을 때 도와준 지인들이 정말 고마웠어.,1
만성질환인 고혈압으로 약을 달고 살거든. 근데 얼마 전부터 운동과 식이요법을 시작했어.,1
오늘 기분 좋은 약속이 잡혀 집에 늦게 들어가려고.,1
오늘 취업 때문에 면접을 보러 갔는데 면접 완전 잘 본 거 같아!,1
어제 마트에 딸이랑 같이 갔는데 정말 편했어.,1
은퇴하면 퇴직금 나오는데 그 중 일부는 세계여행 가는데 써야겠어.,1
우리 가족이 나를 너무 구역질나게 해.,0
자식들이 아내 건강만 중요하게 생각해주는 것 같아 질투나.,0
아이 성적이 많이 올랐어!,1
일을 못 한다고 매일 한마디 하는 직장 상사 때문에 너무 스트레스를 받아.,0
병원이 너무 갑갑하다. 진작 말 좀 잘 들을 걸 후회하고 있어.,0
여자친구랑 헤어져서 눈물이 난다.,0
내가 오늘 친구들에게 욕설을 들었는데 선생님이 다가와서 제지해주셨어. 너무 감사해.,1
공부를 그렇게 하고 있는데 어째서 성적이  안 나오냐고.,0
어제 친구에게 재정 문제로 사기를 당해서 배신감이 들어.,0
내가 곤란한 상황에 처했을 때 동기가 대신 해명해줬어. 정말 좋은 동기야.,1
학교에 불편한 사람이 없어서 너무 마음이 편하고 여유로워.,1
친구가 새로 생겼어.,1
사는 것이 너무 고달프네.,0
친구랑 약속을 미리 잡았었는데 친구가 화가 많이 나서 억울해.,0
이번 명절에 부모님 건강검진을 받게 해주고 싶었는데 돈이 없어서 못 해 드릴 것 같아. 이번 달 생활비도 막막해.,0
난 인간관계에 자신있어.,1
친구가 너무 돈을 아낀다고 타박하니까 기분이 나빠서 말싸움을 좀 했어.,0
젊었을 때부터 건강관리를 해서인지 체력이 많이 도움이 된 것 같아 나 자신한테 만족스러워.,1
아내가 교통사고로 죽었어. 다리를 절어 데리러 가지 못한 내 잘못 같아서 너무나 괴로워.,0
오늘 친구 딸 돌잔치에 다녀왔어. 딸이 친구를 닮아서 아주 이쁘더라고.,0
지금의 건강이면 백세까지도 끄떡없을 거야.,1
신입에게 일을 가르쳐줬는데 한 번에 척척해서 너무 대견해.,1
아버지랑 대화가 잘 안 돼서 걱정이야. 전문대생이라 내 말을 안 들어주시네.,0
난 항상 딸에게 아낌없이 모든 것을 주었는데 딸은 아픈 나를 모른 척 해.,0
급체해서 병원에 다녀왔어.,0
가족들이 내 얘기를 들어주는 것 같지 않아 슬퍼. 내가 오해하는 걸까?,0
출산 후에 살이 십 킬로그램이나 쪘어. 요즘 거울을 보면 나 자신이 징그럽게 느껴져.,0
친구랑 싸웠더니 죄책감이 들어.,0
아내가 나를 믿지 못해서 일을 그만두지 못하는 것 같아 슬퍼.,0
내 남자친구와 학업 문제로 싸웠어.,0
결국 남편과 이혼하게 되었어. 내가 좀 더 잘하지 못한 것 때문에 죄책감밖에 들질 않아.,0
친구와 너무 오랫동안 만나지 못한 걸까? 시간이 많이 흐른 게 느껴져서 슬프더라.,0
나는 내 장래의 직업을 빨리 정할 필요 없다고 생각하는데 부모님이 서두르라 하셔.,1
다른 회사에서 스카우트 제의를 받았는데 어떻게 해야 할지 모르겠어.,0
내가 좋아하는 사람이 있는데 오늘 고백을 할 거야. 그런데 왠지 느낌이 좋아.,1
이번 승진 심사에서 분명 승진할 수 있을 것 같아.,1
새로 처방 받은 약을 먹고 당뇨 수치가 좋아져 좋아요.,1
의사가 우리 아기를 받다가 그 갓난아기한테 작은 상처를 내서 멱살잡이 할 뻔했어.,0
처음 사귄 여자친구라 모든 게 어색하고 쑥스러워.,0
여자 친구 부모님께서 날 받아주셔서 결혼을 허락 받아서 너무 좋아.,1
고교 동창 미영이 요즘 스트레스가 심한가 봐.,0
직장 상사가 너무 많은 일을 맡기고 있어.,1
시험이 어려웠는데도 점수를 잘 받아서 너무 좋아.,1
오늘 학교에서 맞았는데 애들이 다 모른 척했어. 모른 척 한 애들이 더 나빠.,0
내 친구가 갑자기 죽어서 화가 나.,0
결혼 생활 내내 계속되는 남편의 상습적인 거짓말을 견딜 수가 없어.,0
결혼하고 싶을 정도로 너무 좋아하는 사람이 생겼어.,0
학창시절 내가 괴롭힌 친구가 나를 찾아와서 화를 내며 울었는데 스스로 너무 후회 돼.,0
내가 계약한 부동산 청년이 본인이 사장이라고 사칭해서 수수료 사기를 쳤어.,1
어떻게 하면 좋을지 모르겠어.,0
기관지가 안 좋아 기관지염이 있는데 의사가 권해준 차를 마셔서 기침이 줄어서 기분이 좋아.,1
엄마가 부당해고를 당했는데 내가 소송을 걸어서 엄마가 다시 복직하게 되었어.,1
친구들이 내가 본인들보다 공부를 못한다는 이유로 따돌리고 있었어. 진짜 충격이야.,0
아내가 갱년기인지 요즘 병원을 다녀.,0
나 그래도 다행인 부분이 첫 연애를 좋게 시작해서 좋은 것 같아.,1
아들이라 오랜만에 나랑 한잔하고 싶다고 해서 고기 먹고 소주 좀 마셨네.,1
남편이 결혼한 뒤로는 남의 편만 들어. 날 더 사랑하지 않는 걸까?,0
가족에게 내 고민을 털어놓으니까 이제 마음이 좀 편해졌어.,1
남자 친구 몰래 다른 남자를 만나 남자 친구에게 상처를 준 것이 후회돼.,0
오늘 내가 일하는 직장에 가서 혼자서 밥을 먹었어.,1
나이가 들어서 그런지 갑자기 아무것도 보이지 않다가 다시 시력이 돌아왔어.,0
오늘 선생님이 내 성적으로는 대학에 갈 수 없다고 하셨어. 충격이야.,0
내가 안 좋은 소문이 돌 때 나를 믿고 어울려 주는 사람들에게 고마워. 좋은 사람들이야.,1
비록 혼자 살고 있지만 경제적으로 여유로워서 만성 질환에 걸려도 괜찮을 것 같아.,1
요즘 너무 신나.,1
건강 검진 검사 결과가 나왔는데 조직검사 결과 이상이 없데. 다행이야.,1
학교 시험에 백 점을 받아서 부모님께 칭찬을 받아서 기분이 너무 좋아.,1
내가 전교에서 십 등 안에 들었어.,1
병원비 비싸도 대출까지 받아서 냈는데 서비스를 이런 식으로 하다니. 내가 가만두나 봐라.,0
아내가 오토바이 타는 것을 반대해서 오늘 아내 몰래 오토바이를 샀어.,1
젊은이들 못지않게 힘이 팔팔해. 주변 사람들이 칭찬할 정도야.,1
드디어 내일이면 프로젝트가 끝나. 벌써 홀가분해!,1
요즘 노안이 와서 서류 보기가 힘들어.,0
오늘 아빠 지갑에서 돈을 훔치다가 발각됐어. 후회되고 부끄러워.,0
아직 준비도 되지 않았는데 은퇴라니 당혹스러워.,0
이번 중요한 프로젝트가 정말 만족스럽게 끝난 것 같아.,1
나를 따돌리던 친구에게 진심이 담긴 사과를 받으니 이제야 마음이 놓이는 것 같아.,1
아빠가 돌아가시고 내 질병 때문에 엄마가 혼자 더 고생하시니 우리 집이 불행하게 느껴져.,0
우리 딸이 최고야. 딸 생각하니까 아주 기분이 좋아.,1
길을 가다 교통사고를 당해 팔을 못 쓰게 됐는데 운전자가 내가 학교 다닐 때 괴롭혔던 친구였어.,0
남편이 갑자기 회사를 그만두고 친구와 사업을 하고 싶다고 말했어. 요즘 경제도 좋지 않아 말렸는데 불안해.,0
자폐증으로 학업을 제대로 마치지 못했어.,0
진짜 내 이번 남자 친구는 최고야.,1
이제 나를 괴롭혔던 애들을 피해 등교하지 않아도 돼.,1
사업하겠다고 매번 내 돈을 빌리던 친동생과 연락을 끊었어.,0
최종 면접에서 면접관분들 말에 제대로 말하지 못해서 떨어질 줄 알았는데 최종 합격을 했어.,1
우리 마누라가 자기만 힘들다고 매일 밤 짜증 내. 너무 이기적이지 않아? 머리도 아프고 마음이 너무 지쳤어.,0
인생을 잘못 산 거 같아. 열심히 산다고 버둥거렸는데 알아주는 사람도 없고 허무하구먼.,0
친구들이랑 의견이 맞지 않아.,0
막내아들이 첫 월급을 받아서 내 선물을 사 가지고 왔네. 너무 기쁘고 감사하기까지 해.,1
내 친구가 나보다 피부가 훨씬 좋아서 친구가 먹고 있는 영양제를 따라 샀어. 질투가 났거든.,0
전원주택으로 이사해서 친구들이랑 고기도 굽고 술도 한잔 마시는 게 낙이야.,1
오늘 건강검진을 받았는데 갑상샘 기능이 좋지 않다고 해서 남편에서 얘길 했더니 대수롭지 않게 반응을 했어.,0
친구가 우리 집 근처로 이사를 온다고 해서 기분이 정말 좋아.,1
나는 내가 너무 고지식한 게 아닌가 늘 걱정했는데 그렇지 않나 봐.,1
수학여행 때 짝이 없었는데 한 친구가 나랑 앉아주겠다고 해서 좋아.,1
왠지모르겠지만 엄마가 하는 말은 왠지 믿음이 가.,1
이번에 새로 들어간 모임이 정말 좋은 것 같아. 잘 들어간 것 같고 만족스러워.,1
뇌종양 수술한 지 얼마나 됐다고 또 엑스레이에서 물혹이 발견됐다고 해서 스트레스야.,0
우리 집에 수입이 끊긴 걸 모르고 자식들이 돈을 달라고 해 너무 상처받았어.,0
난 이제 틀렸어.,0
병이 심해져 더 쓸 치료제가 없어서 담담하게 죽음을 맞이할 준비를 하고 있어서 행복해.,1
내가 위암에 걸렸는데 이 위암이 다른 장기로도 전이 됐대. 인생이 너무 허무해.,0
유학 갔던 여자 친구가 삼 년 만에 한국으로 돌아와서 너무 기뻐.,1
예순이 넘은 아들이 죽었는데 가족들이 내가 충격을 받을까 봐 일 년 동안이나 숨겼다는 것을 알았어.,0
요즘 내가 직장 일을 잘 못 따라가서 직장에서 버려지는 느낌이 들어.,0
나에게 은퇴라는 말은 먼 일이라고 생각하고 너무 즐기기만 한 거 같아 화가 나.,0
아내의 천식 증상이 심해져서 부부동반 여행을 못 가게 되었어. 당황스러워.,0
진정한 친구란 잘못한 일에 대해 따끔하게 충고를 할 수 있어야 한다고 생각해.,1
우리 회사 과장님이 신입사원과 바람을 피워. 그런데 과장님 사모님과 내가 친분이 있어서 혼란스러워.,0
얼마 전 입사한 신입사원이 나를 무시하는 것 같아서 너무 화가 나.,0
반에서 한명을 정해 왕따시키는데 언제까지 그 모습을 봐야하는건지 알수없어.,0
최근에 독서 모임에 새로 가입했는데 사람들이 너무 좋아서 만족스러워.,1
요즘에 가족들이 화목하게 지내서 마음이 편안해.,1
교과서 빌려주기 싫었는데 친구가 사정해서 빌려주고 말았어. 속상해.,0
얼마 전에 싸운 친구한테 연락했는데 답장이 없네. 뜻대로 되지 않아서 마음이 안 좋네.,0
밖에 나가고 싶은데 걷기가 불편해서 힘들었는데 휠체어를 타고 다니니 정말 좋아.,1
우리 부서는 사이도 좋고 크게 싸울 일이 없는 것 같아서 너무 좋아.,1
친한 친구가 있는데 내가 소심하다는 이유로 날 따돌린 것 같아서 너무 속상해.,0
왜 결혼해야 하는지 모르겠어. 모두 쓸데없는 짓이야.,0
오늘 면접을 봤는데 답변을 엄청 잘 이야기 한 것 같아.,1
정말 대인관계 쉽지 않다 쉽지 않아!,0
이번 세미나는 성공적으로 마무리됐어.,1
새로운 회사에서 한 사람이 따돌림당하고 있는 현장을 발견해서 당황스러워.,0
이번에 대학교 입학 오리엔테이션 가야 하는데 기대되네.,1
예절교육 때문에 방학때 성당캠프에 와있는데 가족이 너무 그리워. 혼자 떨어져서 있으니까 외롭다.,0
요즘 사업이 잘 되는 것 같아서 기분이 무지 좋아.,1
친구랑 싸웠는데 친구한테 전화가 와서 화해해서 정말 다행이야.,1
한 여자 직원이 사내 게시판에 내가 속임수를 잘 부리고 나쁜 사람이라고 글을 써놨어.,0
회사에서 큰 실수를 할 뻔했어.,1
이제 몇 해만 고생하면 우리 집 빚을 완전히 갚을 수 있을 것 같아서 기뻐.,1
연금만으로도 풍족하지만 또 다른 꿈을 도전하기 위해서 카페 운영을 시작하게 돼서 좋아.,1
남편은 나에게 비밀이 없는 것 같아. 정말 믿음직스러워.,1
몸이 아파서 힘들지만 병실에 친한 사람들이 생겨서 너무 기분이 좋아.,1
여자친구와 대화가 통하지 않는 것 같아서 너무 괴로워.,0
안사람에게 잘해준 것도 없는데 내 뒷바라지만 하다가 먼저 떠나 버렸어.,0
아내와 발리에 꼭 가고 싶었는데 신혼여행으로 가게 되어 매우 기뻐.,1
요즘 직장 다니기 힘들어.,1
엄마가 드디어 노트북을 구매해주신대. 너무 좋아.,1
친구들 계모임 나가는 게 정말 스트레스받아.,0
부모님은 나한테 전혀 관심이 없는 것 같아. 내가 뭘 먹고 다니는지도 몰라.,0
부모님은 내가 혼자란 걸 모르고 계속 친구들과 잘 지내라고만 하셔.,0
상사랑 좀 마찰이 있었어. 근데 며칠 후 날 해고했더라고. 버려진 기분이야.,0
남편이 골수암 진단을 받았어.,0
취업이 도무지 안 되는데 돈은 부족해지고만 있어. 이대로면 나는 굶어 죽을 거야.,0
내가 돈이 없다고 월급을 주면서 일을 시켜줬는데 알고 보니 내 노동력을 착취했다는 사실에 당황스러워.,0
우리 회사는 일을 잘하면 항상 보상을 챙겨줘서 일할 맛이 난다. 참 뿌듯해.,1
내 딸은 커서 좋은 선생님이 될 거라고 자신해.,1
취업에 자꾸 실패해서 슬퍼.,0
다른 얘들은 동생이랑 많이 싸운다던데 우린 아냐. 동생과 나는 사이가 좋아.,1
친구 장례식장에 가야하는데 상복을 하나 구매해야하나싶네.,0
친구들과 단톡방을 나와버렸어.,0
아들 차를 탔는데 불안해서 편하게 있지를 못하겠어.,0
산부인과를 다녀왔는데 벌써 폐경이 가깝대서 놀랐어.,0
나 드디어 몇 년 동안 못 만났던 어릴 적 친구를 만나게 되었어.,1
너무 기쁘다! 병원비 걱정을 이젠 안 해도 돼.,1
남편이 집을 팔아서 가게를 내자고 해. 어렵다.,0
주변에 친구들이 하나둘씩 떠나기 시작하네.,0
친구들은 학교 끝나고 놀러 갈 일이 있으면 나를 끼워주지 않아.,0
나 드디어 해냈어.,1
딸이 나에게 손자를 돌봐달라고 하더라고. 나도 갱년기가 다가와서 힘든데 정말 우울하네.,0
사람관계에도 궁합이 있는 것 같아.,0
암때문에 지금 아프지만 난 꼭 나을거라고 확신해. 친구를 믿거든.,1
질환으로 재산을 다 날리고 나니 찾아오는 사람이 없어서 화가 나.,0
오늘 저녁엔 엄마가 불고기를 해주신다고 했어. 엄마는 참 요리를 잘하셔서 날 행복하게 해.,1
퇴직금으로 적립한 펀드 수익률이 많이 올랐어.,1
친구들이 등을 떠미는 바람에 모두가 싫어하는 분리수거담당이 되었어.,0
내가 제일 아꼈던 직장 동생이 병원에 입원했는데 오늘 세상을 떠났대. 너무 가슴이 아파.,1
내 주식이 많이 올라서 팔았어. 너무 편안해!,1
분명 병원에서 위암이라고 판정받아서 우울했었는데 방금 전에 전화가 왔거든? 기계오류라면서 위암이 아니래 정말 다행이야.,1
남편이 소리 지를 때마다 정신이 마비가 될 것 같아.,0
걱정되는 일이 많아.,0
아내가 요새 매일 친구들 만나고 집에 있지 않아서 나 혼자 있어. 화가 나.,0
부하 직원의 업무처리를 위해 다른 직원과 비교하면서 자존심을 살짝 건드렸더니 빨리 종용이 됐어.,0
이제야 안도가 돼.,1
당뇨로 인해 몸이 불편해지면서 친구를 만나지 못한지 오 년이나 됐는데 너무 고독하고 허탈해.,0
아들이 성공해서 노년에 재정적으로 어려움 없이 지내게 됐어.,1
엄마는 내가 기분이 좋지 않은 것 같으면 내가 좋아하는 음식으로 나를 풀어줘.,1
부모님이 매일 싸우시면서 나한테는 관심도 없으셔서 미쳐버릴 것 같아.,0
나 혼자 살기도 빠듯한데 부모님이 노후준비가 안되어 있어서 걱정이야.,0
이번 시험에서 전 과목 백 점을 받았어. 너무 기분 좋아.,1
남자는 가정을 책임져야 하는데 그걸 못하면 후회할 거야.,0
친구의 이기적인 부탁을 거부하지 못한 게 너무 후회돼.,0
시어머니 시집살이에 아이들 입시까지 겹쳐서 너무 힘들어.,0
친구들하고 즐기다가 밤늦게 들어가도 우리 부모님은 혼내지 않으셔.,1
나 오늘 친구랑 싸워서 괴로워.,0
나는 잘난 게 없지만 내가 자랑할 게 하나 있어.,1
나는 학교에 가서 열심히 공부를 해도 의미가 없는 것 같아서 막막해.,0
오늘 프러포즈를 받았어. 드디어 결혼하게 되다니 꿈만 같아. 식사를 어떻게 했는지도 모르겠어.,1
나 너무 기뻐. 밥 안 먹어도 배가 불러.,1
아들이 성격이 너무 내성적이어서 사회에 잘 적응할지 걱정스러워. 여러 사람이랑 어울리기보단 혼자 있는걸 더 선호해서 걱정이야.,0
힘든 결혼식을 끝내고 신혼여행을 오니 너무 편해.,1
아무래도 난 오래 못 살것 같아,0
시집갈 때까지 잘 키워주신 부모님께 감사해.,1
오늘 내가 원하던 기업에 불합격했다는 통보를 받았어.,0
간부진들 회식 자리에 초대 받게 되다니. 내 몫을 열심히 하길 잘했어.,1
취업이 될까 싶어서 걱정이야.,0
요즘 집에 있는 시간이 늘어난 것 같아.,1
요새 직장 상황이 좋지 않아서 걱정이야.,0
연애를 안 한 지 삼 년이 되어서 그런지 너무 외로워.,0
남편이 정년퇴임을 후 경제적으로 어려워졌어. 다시 일을 구하기엔 아무도 노인은 쓰지 않아.,0
연차를 많이 썼다고 회사에서 날 해고했어. 쓰라고 있는 연차인데 정말 억울해.,0
다음 주부터 매주 친구들하고 모임을 하나 하기로 해서 너무 기뻐.,1
은퇴했는데 모아둔 돈이 별로 없어서 어떻게 시간을 보내야 하는지 모르겠어.,0
내 우울증 때문에 얼마 전에 이혼을 했어. 슬픔에서 헤어 나올 수가 없어.,0
내가 병을 얻고 나니 후회되는 일이 있어.,0
요즘 일이 많아서 힘들었는데 간만에 친구와 영화도 보고 쇼핑도 했더니 아주 기분이 좋아.,1
어려서부터 아빠 없이 엄마랑만 지내왔는데 애들이 뒤에서 수군거리는 것 같아서 슬퍼.,0
친한 친구와 셋이서 제주도 여행을 가기로 했어.,1
아이들 생일 때 마음에 드는 선물을 해 줄 수 있었는데 조금 후회되는 부분이 있네.,0
나와 십년지기 친구들은 서로 믿으면서 배려를 하고 있어.,1
나 오늘 퇴원해서 너무 행복해. 다시 제이의 인생을 얻은 것 같아.,1
대학 졸업반이 되니 동기들과 사이가 소원해졌어.,0
친구는 고혈압 때문에 식단조절을 해야 하는데 나는 관리를 잘해서 먹고 싶은 음식을 먹을 수 있어서 다행이야.,1
우리 가족은 언제나 날 응원해 줄 거야.,1
동네에서 아내 생리대를 하나 사는데 시선을 어디다 둘지 모르겠더라고. 그때 부끄러웠어.,0
요즘은 새로운 취미를 가져 볼까 싶어서 사업하는 큰아들과 함께 골프를 배우고 있어.,1
남자친구에게 프러포즈를 받았어.,1
술에 취해서 들어 남편에게 화를 냈더니 집을 나가 늦게까지 들어오지 않고 있어서 걱정이야.,0
팀원끼리 신뢰감이 두터운 회사 분위기가 되었으면 좋겠어.,1
아침에 밥을 먹는데 나이 먹고 반찬 투정 한다고 아내가 화를 내지 뭐야. 어이없더라니까!,0
옆집이 또 교회로 싸우더라.,1
스트레스 없이 일하니까 정말 좋네. 마음이 편안해.,1
허리디스크로 매번 집안일을 하나도 돕지 못해 부모님과 갈등이 빚어지는 게 내 탓인 것만 같아.,0
운동회 계주로 내가 일등을 했는데 가족들이 정말 좋아해.,1
나를 위해 신장 이식을 해줄 사람이 나왔어.,0
엄마를 실망시키고 싶지 않은데 이번 시험을 또 망쳤어.,0
정부가 노인 수당을 확충해 준 덕분에 앞으로 많은 혜택을 받을 수 있게 되었어.,1
올해 연봉이 많이 올랐어. 기분이 매우 좋아.,1
올해만 연봉 재협상이 있어.,1
