Unnamed: 0,연령,성별,상황키워드,전체선톡,감정_대분류,감정_소분류,사람문장1,시스템문장1,사람문장2,시스템문장2,사람문장3,시스템문장3
32997,청년,여성,"연애,결혼,출산",해당없음,기쁨,자신하는,결혼에 대해 어떻게 생각해?,결혼에 대해 고민 중이신가요?,나는 결혼하면 잘 살 거라 자신하거든. 근데 다들 결혼은 미친 짓이라니까 이해가 안 가는 거야.,결혼에 대해 자신이 있으시군요.,행복은 내가 찾는 거지. 결혼도 내가 잘하면 되는 거 아닐까?,남들이 뭐라고 하더라도 행복은 스스로 찾는 것이기 때문에 결혼에 대해 자신 있으시군요.
46442,노년,여성,재정,만성질환 무,분노,짜증내는,평생 초등 교사로 일하다가 퇴직하고 나니 나란 사람은 아무것도 아닌 게 되더라. 지긋지긋해.,사회적 역할의 상실로 인해 혼란스러우셨겠어요.,그뿐만이 아냐. 딸이 결혼자금을 도와달라는데 노후자금으로 남겨둔 퇴직금이 전부야.,경제적 어려움과 정신적 괴로움을 완화하기 위해 앞으로 어떻게 하는 것이 좋을까요?,퇴직한 동료 교사들에게 조언을 구해볼래. 내 상황과 비슷한 경험이 있겠지.,유사한 고민을 했을 동료들과의 대화를 통해 문제의 해결책을 잘 찾아 나가시길 바라요.
17052,노년,남성,대인관계,만성질환 무,불안,걱정스러운,얼마 전에 건강 검진 결과가 안 좋았던 친구가 계속 술을 마셔.,건강이 안 좋은 친구가 계속 술을 마셔서 신경 쓰이겠어요.,이럴 때일수록 더 건강에 신경 쓰면서 관리해야 하는데 힘드니까 더 마시나 봐.,술 마실 건강 상태가 아닌데 힘들어서 자꾸 마시니까 안타까우시겠어요.,친구와 술 대신 보양식을 먹으러 다니면서 몸 보신시켜줘야겠어.,보양식이 친구의 건강에 도움이 되었으면 좋겠어요.
8482,청년,남성,대인관계,해당없음,분노,악의적인,안 되겠어. 이제 내 친구랑 절교하기로 했어.,친구랑 절교하기로 하셨군요. 좀 더 구체적으로 말씀해주시겠어요?,응. 매번 돈 빌리고 안 갚는데 너무 의도적이고 나쁘다는 생각이 들어.,친구의 행동에 화가 많이 나셨군요.,명품을 사느라 그런 것 같은데 나를 너무 무시하는 것 같아.,이 얘기를 같이 할 수 있는 사람이 있었으면 좋겠네요.
45404,청소년,남성,가족관계,해당없음,상처,버려진,내가 시험을 못 봤다고 아들로 여겨주지도 않고 쳐다봐주지도 않아. 시험이 그리 중요한 걸까?,시험을 못 봤단 이유만으로 불러온 부모님의 무관심이 많이 괴로웠군요.,부모님조차 날 봐주지 않는데 난 이 세상의 패배자인 것 같아.,부모님의 태도와 그 감정의 변화를 위한 방법이 있을까요?,부모님에게 학업이 아니어도 열심히 살고 있다고 봐달라고 대화하고 싶어.,부모님과의 진지한 대화로 관계의 발전과 행복한 감정이 나타났으면 좋겠어요.
32435,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,이번에 들어온 후임이 참 싹싹해.,새로 들어온 후임이 싹싹해서 마음에 드시는군요.,하나를 가르치면 열을 아니 조금씩 중요한 일도 맡겨볼까 싶어. ,하나를 가르치면 열을 아는 후임에게 조금씩 중요한 업무도 맡기려고 하시는군요.,능력을 펼칠 기회를 알아보는 타입이라 얼마나 잘 할지 기대가 되는걸. ,후임에 대한 신뢰가 무척이나 공고하시군요.
44145,노년,남성,대인관계,만성질환 유,상처,충격 받은,내가 얼마 전 허리를 다쳐서 병원에 입원했는데 아무도 찾아오지 않았어. 실패한 노년이야.,병원에 입원해 있는 중에 아무도 찾지 않아 허탈하셨군요.,다들 나이 든 할아버지가 아프든 말든 관심도 없는 거지. 자기 인생들 살기 바쁘니까.,무엇을 하면서 기분을 전환할 수 있을까요?,내가 좋아하는 텔레비전 프로그램을 보며 기분을 전환해야겠어.,텔레비전 프로그램을 보시면서 기분이 조금이나마 나아지셨으면 좋겠어요.
2550,중년,남성,"직장, 업무 스트레스",해당없음,상처,희생된,처음 회사에 취직했을 때는 너무 좋았는데 지금은 생각이 많이 달라졌어.,어떤 이유라도 있나요?,일이 너무 많아. 가만히 생각해보면 반평생을 회사에서 희생당하는 기분이 든단 말이야.,희생당하는 기분까지 드셨다니 많이 힘드셨나 봐요. 어떤 부분이 많이 힘드신가요?,내가 할 수 없는 업무까지 상사가 나한테 맡기는 게 너무 힘들어.,그런 일이 있었군요. 회사기 싫어질 정도로 힘드시겠어요.
37885,청소년,여성,학교폭력/따돌림,해당없음,상처,충격 받은,오늘 약속에 친구들이 한명도 나오지 않았어.,약속 장소가 변경된 건가요?,알고 보니 친구들이 나만 따돌리고 약속 장소를 잘못 알려준 거더라고 진짜 충격적이야.,많이 서운 하셨겠어요 힘내세요.,,
32059,노년,여성,재정,만성질환 무,상처,질투하는,친구가 이번에 부동산 투자가 잘돼서 크게 성공했어.,그래서 어떤 마음이 드셨어요?,사실 좀 질투가 나더라고. 이럴 줄 알았으면 나도 해보는 건데.,그럼 앞으로 다른 부동산 투자를 계획하고 계신 건가요?,잘 알아보고 좋은 건이 있으면 투자를 해봐야지.,친구의 성공한 부동산 투자를 보고 좋은 부동산을 알아보실 생각이군요.
8659,청년,여성,"연애,결혼,출산",해당없음,기쁨,편안한,오래 알고 지내니까 설렘은 줄었지만 대신 편안해서 좋아.,요즘 편안함을 느끼시다니 다행이네요.,응. 이제 서로 익숙해진 거지.,요즘은 어떤 걸 가장 하고 싶으신가요?,요즘은 그냥 아무 일이 일어나지 않았으면 좋겠다.,편안한 날들이 오래가시길 바라요.
40585,노년,여성,"건강,죽음",만성질환 무,상처,억울한,남편이 아픈 곳이 많아져 돌보기가 힘이 들어.,남편분께서 편찮으시군요. 구체적으로 어떤 어려운 점들이 있으실까요?,남편의 식사도 신경 써야 하고 남편 기분에 따라 눈치를 봐야 해서 나까지 힘이 드네.,남편분과 함께 기분 전환할 수 있는 일을 찾아보셨나요?,남편이 피곤해하니 뭐든 같이 하려 하지를 않아서 어려워.,여러모로 어려운 상황이시군요. 이 문제를 자녀분들과 함께 상의하실 수 있으실까요?
44823,청년,남성,"진로,취업,직장",해당없음,슬픔,눈물이 나는,요즘 회사에 계속 지원하는데 모두 떨어져서 슬퍼.,취업이 힘들어 슬프시군요.,많은 도전을 했지만 성공하지 못해서 눈물이 나.,이 상황을 극복하기 위해서 무엇을 할 수 있을까요?,잠시 마음을 가다듬으면서 내가 원하는 공부를 다시 해보고 싶어.,잘 준비해서 취업에 성공하면 좋겠어요.
13193,청소년,여성,학교폭력/따돌림,해당없음,당황,당황,나는 범인이 아닌데 아무도 내말을 안 믿어줘서 너무 충격적이야.,아무도 말을 안 믿어서 충격적이겠어요.,어떻게 해야지 내 말을 믿어줄까? 고민이네.,어떻게 해야지 믿어줄지가 고민이시군요. 어떻게 해야지 가장 좋게 해결할 수 있을까요?,내가 진실하다는 것을 입증해야할 거 같아.,진실하다는 것을 입증하는 것이 가장 좋은 방법인 것 같군요.
44745,청년,여성,대인관계,해당없음,슬픔,비통한,집안 사정이 안 좋아져서 부모님이 용돈을 주지 않으셔.  아무것도 사지 못하니 불행해.,원하는 것을 사지 못해 불행하시군요.,용돈 문제로 부모님과 다툼이 잦아졌어.  나도 모르게 나쁜 말을 하게 돼.,지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것이 있을까요?,부모님과 우리 집 사정에 대해 솔직한 대화를 나누고 싶어.,솔직한 대화를 통해 부모님과 관계를 회복하시길 바라요.
50503,중년,여성,"재정,은퇴,노후준비",해당없음,분노,짜증내는,자식들 학원을 보내줘야 하는데 경제적으로 너무 힘들어.,경제적으로 어려움을 겪고 계시군요. 많이 힘드시겠어요.,요즘 사교육이 중요하다는데 이런 것 하나 못 해주다니 부모 자격도 없어.,학원을 보내주는 일로 사용자 님 스스로를 자학하고 계시는군요.,이대로 있을 순 없으니 국가에서 지원해주는 정책은 없는지 한번 알아봐야겠어.,방안을 찾으시면서 무거운 마음이 조금이나마 해소가 되시길 바랄게요.
50158,청년,남성,대인관계,해당없음,불안,당혹스러운,사진작가가 되고 싶은데 학비 버느라 알바에 치여 아무 노력도 못 하고 있어.,학비 버느라 사진작가가 되기 위한 노력을 못하고 계시는군요.,다른 친구들은 벌써 취업에 스펙 쌓기 바쁜데 이러다 꿈도 못 이루고 도태될까 두려워.,두려움을 없애기 위한 방법은 없을까요?,혼자는 피곤하다는 핑계로 쓰러져버리기 일쑤라서 사람들 속에서 자극받는 게 필요할 것 같아.,사람들 속에서 자극받으며 꿈을 이루어 가길 응원할게요!
28320,노년,여성,재정,만성질환 무,불안,취약한,노인들이 내 형편을 알고 나면 나를 무시할 것 같아.,다른 노인분들이 무시할까 걱정하시는군요.,제일 친했던 김 여사도 내 형편을 알고 나서는 연락이 잘 안 돼.,상황을 나아지게 할 방법이 있을까요?,당분간은 일을 알아보는 일에 집중하는 게 좋을 듯해.,하루빨리 일자리가 구해지기를 바랄게요.
12478,청년,남성,"진로,취업,직장",해당없음,상처,"가난한, 불우한",팀장님이 나 단벌신사라고 하기에 겁나 부끄러운 거 있지.,팀장님께 단벌신사란 말을 들어 부끄러우셨군요.,가난함을 들킨 기분이라 상처가 돼.,이런 난감한 상황을 어떻게 하면 좋을까요?,아무래도 중고로 옷을 살까봐. 이렇게라도 이 신세를 면해야겠어.,중고 옷을 마련해 해결해 보려 하시는군요.
11125,중년,여성,"재정,은퇴,노후준비",해당없음,당황,고립된,남편이 갑자기 명예퇴직을 당해서 매우 당황스러워.,남편이 명예퇴직을 당해서 매우 당황스러우셨겠네요. 재정이 힘드신가요?,지금은 힘들지 않지만 시간이 지날수록 힘들어지겠지.,이 문제로 가족분들과 대화는 나누어 보셨어요?,,
7545,중년,여성,건강,해당없음,당황,혐오스러운,콜레스테롤 수치가 엄청 높게 나와서 위험하다고 의사가 그러네.,콜레스테롤 때문에 걱정이 많이 되겠어요. 의사가 다른 말은 하지 않았나요?,식습관을 조절하라고 전부터 그랬는데 내가 자제력이 부족해서 조절하지 못했어. 스스로 조절하고 절제하지 못하는 내가 혐오스러워.,자기 억제를 하지 못한 것 같아 스스로 혐오감이 느끼시는군요. ,그래도 경고를 많이 들었으면 조절해야 할 텐데 나 스스로가 한심해.,생각대로 실천이 어려운 상황이네요. 구체적인 실천 계획을 세운다면 어떨 것 같나요?
22225,청년,남성,"진로,취업,직장",해당없음,상처,충격 받은,나를 따르던 부하 직원들이 내 동기가 출세하자 기다렸다는 듯 바로 라인을 바꿔서 충격이야.,부하 직원들이 동기로 라인을 바꿔서 충격 받으셨군요.,그렇게 잘 따라주는 것 같은 부하 직원들이었는데. 믿을 사람 없구나 하는 생각에 상처받아.,지금 상황을 극복하기 위해서 어떻게 해야 할까요?,다음 프로젝트를 꼭 성공시켜서 나도 승진하는 모습을 보여주겠어.,문제가 원만하게 잘 해결되시길 바랄게요.
21830,청소년,여성,학교폭력/따돌림,해당없음,불안,불안,왕따 당해서 전학을 왔는데 괴롭히는 애들이 언제 날 찾아올까 매번 너무 두려워.,괴롭히는 애들이 올까 봐 항상 불안하실 것 같아요.,전학을 와도 이렇게 무서우니 어떻게 해야 할지 모르겠어. 우울증 걸릴 것 같아.,너무 힘드실 것 같아요. 어떻게 해야 불안감에서 벗어날 수 있을까요?,절대 찾아오지 않을 거야. 미리 걱정하지 말아야겠어.,먼저 친구들과 대화를 시도하려고 하시는군요.
3654,중년,남성,건강,해당없음,당황,당황,몸이 가려워서 병원을 가니 아토피라고 그러는데 당황스럽다.,아토피 진단을 받으셔서 당황스러우셨겠어요. 조금 더 말씀해 주시겠어요?,그렇지. 게다가 희망퇴직 관련 업무를 내가 담당하고 있어서 정말 마음이 무겁고 심란해.,놀라셨겠어요. 증상이 빨리 호전되었으면 좋겠어요.,,
3520,중년,남성,"직장, 업무 스트레스",해당없음,상처,상처,요즘 회사에서 팀원들 때문에 고민이야.,팀원들과 갈등이 있으신가요? 더 자세히 듣고 싶어요.,업무량이 많아서 야근해야 할 것 같은데 밑에 있는 팀원이 약속이 있다고 못 한다는 거야.,업무량이 많아서 힘드시겠군요. 왜 그렇게 행동하는 것 같으세요?,젊은 친구들은 일보다는 개인적인 약속이 더 중요하다고 생각하나 봐.,혼자 하셔야 한다니 힘드시겠어요. 도움을 받을만한 다른 팀원은 없으신가요?
12111,청년,여성,"진로,취업,직장",해당없음,상처,배신당한,직장 상사가 내 아이디어를 자기 것처럼 제출했어!,상사가 아이디어를 가로채서 배신감을 느끼셨겠어요.,그러니까 말이야! 친한 사람이었는데 어떻게 이럴 수 있지?,친한 사람이었다면 배신감이 더 크게 느껴지겠네요.,술 한잔하면서 섭섭하다고 얘기해야겠어.,잘 해결되도록 응원하고 있을게요.
18394,노년,남성,재정,만성질환 무,불안,취약한,상견례 자리에서 우리의 경제력이 뒤쳐진다고 결혼을 다시 생각해보자고 하네. 결혼이 취소될까 불안해.,경제력이 뒤쳐지는 것 때문에 아들의 결혼이 취소될까 봐 불안하시군요.,단 한 번도 경제력이 아들의 결혼의 발목을 잡는 문제가 될 거라고 생각해보지 못했어.,경제력이 아들의 결혼의 발목을 잡는다고 생각하지 못했군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요?,할 수 있는 게 아무것도 없는 것 같아. 아들과 대화를 해야겠어.,아들과의 대화로 상황이 잘 풀렸으면 좋겠어요.
25431,노년,여성,재정,만성질환 유,슬픔,마비된,의사는 내가 수술을 하면 나을 수 있다고 했지만 나에겐 수술비가 없어서 너무 슬퍼.,재정 상황 때문에 치료가 어려워 슬프시군요.,이제 희망이 없다고 느껴져서 감정이 마비되는 기분이야.,희망이 없다고 느껴져 감정이 마비되는 것 같은 지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것은 있을까요?,인터넷에 글이라도 올려서 후원해주는 사람을 찾아야겠어.,수술비를 후원해주는 사람을 찾을 수 있길 바라요.
44818,청소년,여성,가족관계,해당없음,상처,버려진,엄마가 남자친구에 대해 지나친 간섭 때문에 짜증 나.,어머니의 지나친 간섭 때문에 짜증났군요.,엄마와의 대화로도 풀리지 않을 것 같아.,짜증나는 기분을 어떻게 해결하면 좋을까요?,엄마에게 한 번 진지하게 이야기해보고 싶어.,대화가 잘 풀려서 해결되었으면 좋겠어요.
46776,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,낙담한,마흔여섯 먹은 아빠가 자식들한테 좋은 옷 한 벌 사 주지도 못해 슬프다.,자식들에게 옷도 못 사 주고 슬프시겠어요.,내 아이들 아빠 잘못 만나서 고생이 많아. 애들이 너무 안쓰러워.,아이들을 행복하게 해 주는 방법에는 무엇이 있을까요?,아이들을 더 사랑해주고 아껴주는 좋은 아빠가 되어야지.,좋은 아빠가 되시길 바라요.
9607,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,외로운,주말인데 와이프는 나갔고 외롭군.,와이프는 어디 가셨어요?,오늘 근무 일이라 일하러 나갔어. 내가 요새 일을 안 하거든.,주말에도 일하느라 고생하시는군요.,맞아. 내가 요새 벌이가 안 좋아서 와이프가 고생하는 것 같아. ,아내 분에게 미안해하시는 마음이 느껴지네요.
10133,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,감사하는,정말 고마운 일이 있는데 감사한 마음을 어떻게 보답해야 할지 모르겠어.,고마운 일이 있으셨는데 어떻게 보답할지 고민이시군요. 어떤 고마운 일이 있었는지 말씀해 주실 수 있으신가요?,회사가 좋지 않은 사정으로 문을 닫게 됐어. 그런데 사장이 다른 회사에 잘 이야기해서 내가 일을 계속할 수 있게 됐어.,사장 덕분에 일을 계속할 수 있게 돼서 고마움을 느끼셨군요. ,,
33787,청년,남성,"진로,취업,직장",해당없음,당황,남의 시선을 의식하는,면접에서 떨어졌는데 면접관이 나를 어떻게 봤었는지 너무 궁금해.,면접관분들이 사용자님을 어떻게 생각하실지 궁금해하고 계시네요.,나처럼 바보같이 면접을 본 사람도 없을 거야.,어떻게 하면 사용자님이 덜 신경 쓰게 될 수 있을까요?,나 말고도 비슷한 사람이 많았을 거라고 생각하니 깔끔하게 잊고 나서 새 직장을 찾고 싶어.,깔끔하게 잊으려고 하시는군요. 새 직장을 찾으려면 무엇부터 준비하는 것이 좋을까요?
13921,청소년,여성,가족관계,해당없음,상처,버려진,아빠는 내가 태어나자마자 떠나버렸대.,아빠가 떠나버려서 정말 슬프겠어요.,날 보지도 않고 떠나다니 원망스러워. 평생 상처로 남아.,지금 이 기분에서 벗어나기 위해 할 수 있는 일은 뭐가 있을까요?,엄마와 얘기해본 다음 아빠에게 연락해봐야겠어.,엄마와 대화 후에 이 상황을 잘 극복하길 바라요.
24415,노년,남성,"건강,죽음",만성질환 무,불안,회의적인,노년이 되니 사람이 꼭 오래 살아야 할 필요는 없다고 생각해.,꼭 오래 살아야 할 필요가 없다고 느끼시는군요.,더 오래 산다고 뭐가 나아지는 것도 아닌 것 같고.,삶에 고민이 생겨 힘드시겠어요. 이 고민에서 빠져나오기 위해 어떤 방법이 있을까요?,내 동년배들하고 얘기해봐야겠어.,친구들이 건강식품을 좋아했으면 좋겠네요.
23130,중년,남성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,상사가 지시한 업무가 너무 무리여서 팀원들을 어떻게 설득해야 할지 걱정이야.,무리한 업무도 힘든데 팀원들 설득까지 하시려면 걱정이 많으시겠어요.,요즘 그 걱정에 스트레스도 많고 불안해.,이 힘든 상황을 어떻게 극복할 수 있을까요?,지시받은 업무에 대해서 팀원들과 이야기를 나눠봐야겠어.,상사와의 대화로 불안이 해소되면 좋겠어요.
22097,청년,남성,"연애,결혼,출산",해당없음,기쁨,기쁨,얼마 전에 옹알이를 하기 시작하더니 오늘 아침에 드디어 나한테 아빠라고 말했어! 정말 기뻐!,딸이 아빠라고 처음 말하다니 감격스럽겠어요.,처음 아빠라는 말을 들었을 때는 너무 기뻐서 눈물이 날 정도였어.,어떤 것이 이 기쁨을 더 느끼게 하는데 도움이 될까요?,앞으로 딸한테 관심을 더 많이 주고 말도 많이 시켜야겠어.,모두에게 좋은 결정을 내렸으면 좋겠어요!
12209,청년,여성,"진로,취업,직장",해당없음,불안,스트레스 받는,일이 너무 많아서 지치고 힘들어. 만사가 다 짜증 나.,업무가 많아서 정말 힘들겠어요.,회사 갈 생각만 하면 너무 스트레스받아.,평소 스트레스를 받으면 어떻게 해소하셨나요?,이번 주말은 아무것도 안 하고 푹 쉴 거야.,주말에 쉬면서 스트레스가 해소되길 바랄게요.
213,청년,남성,대인관계,해당없음,상처,희생된,생각해보면 나는 항상 형이라는 이유로 동생에게 양보만 하고 살아왔던 것 같아. 부모님도 늘 동생 편만 드시고.,동생에게 양보하고 자신을 희생해온 것이 아쉬우시군요.,부모님께 말씀드려서 그동안 서운했던 점을 이야기하고 앞으로는 동등하게 대해달라고 요구해야겠어.,부모님과의 대화를 통해 현재의 문제를 해결하려 하시는군요.,,
27344,청소년,남성,학업 및 진로,해당없음,상처,버려진,성적 때문에 이제 친구들이랑 못 놀게 됐어. 성적 때문이라 속상하고 눈물이 나.,성적 때문에 친구들과 같이 못 놀게 되어 슬프군요.,내 성적이 너무 안 좋아서 상위권 친구들과 못 놀게 됐어 이제.,성적 차이 때문에 이런 일이 생기는 거군요. 이 상황에서 할 수 있는 것은 어떤 것이 있을까요?,일단 다른 친구들을 사귀어볼래.,성적과 관련 없는 새로운 친구들을 사귀어서 놀았으면 좋겠어요.
18139,중년,여성,건강,해당없음,슬픔,비통한,어제 우울증이 걸린 친구가 자해를 했어. 친구의 아픔을 미리 알아도 막아주지 못해 미안해.,친구의 자해소식에 비통한 심정이군요.,응. 어떻게 하면 친구를 위로해줄 수 있을지 모르겠어.,어떻게 하면 상황을 나아지게 할 수 있을까요?,친구에게 찾아가 따뜻한 말 한 마디와 맛있는 한 끼를 차려주고 싶어.,친구에게 위로를 할 생각이시군요.
46232,노년,여성,재정,만성질환 무,분노,노여워하는,딸에게 도움으로 주느라 노후 준비가 되지 않았어.,노후 준비가 되지 않아 많이 힘드시겠군요.,내 탓인 것 같아. 노후 준비도 해야 했는데 내가 바보였어.,이 상황에서 할 수 있는 것이 무엇이 있을까요?,지금이라도 노후 준비를 조금씩 해야겠어.,주위에 도움을 요청하여 상황이 나아지길 바라요.
40513,노년,남성,"건강,죽음",만성질환 무,당황,외로운,요즘 깜박깜박해서 걱정돼.,건방증이 심하신가요?,자주 잊어버려  두려워.,기억력이 안좋아지는게 느껴지세요?,하루하루 나빠지는것 같아.,어떻게 하면 기억력이 좋아질까요?
13298,청소년,여성,가족관계,해당없음,상처,희생된,부모님께서 최근에 이혼을 하셨는데 두 분 다 날 키우기 싫다고 하셔서 마음이 너무 아파.,부모님께서 키우기 싫다며 서로에게 떠넘기는 것 때문에 상처를 많이 받으셨겠군요.,나를 키우는데 돈이 많이 들어서인가 내가 돈보다 못한 존재인가 생각이 들어.,어떤 것이 마음의 상처를 더는데 도움이 될까요?,무엇을 해야 할지 모르겠어. 아무것도 도움이 안 될 것 같아.,지금의 상황과 감정을 이해하고 나눌 수 있는 사람이 가까이에 있으면 좋겠어요.
45549,노년,남성,"건강,죽음",만성질환 무,불안,불안,어디에선가 자꾸 환청이 들려 너무 괴로워.,환청 때문에 괴로우시군요.,그래서 일상에도 집중할 수가 없어. 항상 초조한 상태야.,이런 기분을 떨치기 위한 방법이 없을까요?,모르겠어. 어떻게 해야 할지 모르겠어.,주변에 이 상황을 도와줄 수 있는 사람이 있으면 좋겠어요.
15656,노년,여성,대인관계,만성질환 유,기쁨,기쁨,버스를 타고 집으로 돌아가는 길이었는데 한 청년이 자리를 양보해줘서 기뻤고 고마웠어.,버스에서 자리를 양보해 준 분이 있어서 기분이 좋으셨군요.,갑자기 허리가 많이 아팠는데 그걸 알아챘는지 자리를 양보해주더라고.,예전에 이런 일이 있으셨을 땐 어떻게 하셨어요?,감사의 인사를 전하면서 복 받을 거라고 말했던 것 같아.,그 청년에게도 감사한 마음이 잘 전달되길 바라요.
37258,청소년,여성,학업 및 진로,해당없음,당황,당황,오늘 성적이 발표되었는데 좀 이상해.,무슨 점이 이상하신데요?,아니. 가채점보다 낮게 나왔어. 어떤 이유지?,글쎄요.잘모르겠네요. 어찌 하실 건가요?,우선.학교가서 스승님께 확인 좀 받으려고. 뭐 때문에 낮게 나왔는지 확인할 거야.,그래요. 반드시 확인하세요.!
38528,노년,여성,재정,만성질환 무,불안,회의적인,요즘 씀씀이가 커졌나 봐. 지출을 줄여야겠어.,지출을 많이 하세요?,가계부를 보니 지출이 확 늘었던걸. 노후 준비 하느라 스트레스를 받았는지 자꾸 뭐가 사고 싶지 뭐야.,최근 노후를 준비하고 계신가보네요.,아껴야 나중에 편한 노후를 보낼 수 있을 것 같아.,편안한 노후를 보내시기 바라요.
25304,노년,여성,대인관계,만성질환 유,상처,버려진,모임이 있는데 내가 병이 나니까 나를 자꾸 따돌려.,아프셔서 모임에서 따돌림을 받는다는 생각이 드시는군요. 좀 더 말씀해주시겠어요?,지들끼리 재미 보려는데 아픈 내가 끼니 성가신 게지.,모임에서 환영받지 못한다고 느끼시는군요. 속상한 마음을 달랠 수 있는 방법이 있을까요?,성가셔 하는 사람들과 어울리면서 기분 나쁠 게 뭐있어. 안보고 살면 되지.,스스로를 위해 거리를 두는 것이 좋겠다고 생각하시는군요. 속상한 마음이 나아지시길 바랄게요.
51412,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,실망한,요즘 경제난이 심각해서 나도 덩달아 소득이 줄었어. 너무 서럽고 슬프다.,경제난으로 슬퍼하고 계시는군요.,아이와 아내도 있는데 이전보다 소득이 반 이상 줄어들었어. 내 탓이 아닌데도 너무 우울해.,소득의 감소로 인해 우울해하시네요. 어떻게 하면 좋을까요?,소득이 줄어든 만큼 소비를 줄이거나 내가 좀 더 일거리를 찾아봐야지.,정해진 소득 내에서 어렵지 않길 빌게요.
431,노년,남성,"건강,죽음",만성질환 무,슬픔,눈물이 나는,사랑하는 아내가 세상을 떠나서 이루 말할 수 없이 슬퍼.,인생의 동반자였던 소중한 아내가 세상을 떠나서 슬프시겠어요.,나를 두고 떠난 사랑하는 아내가 너무 보고 싶어서 눈물이 멈추질 않아.,사랑하는 아내가 몹시 보고 싶으시군요. 이 슬픔을 어떻게 덜어내야 좋을까요?,눈물을 멈출 방법은 없지만 사랑하는 사람의 마지막을 슬퍼해 줄 사람이 나라서 다행이야.,아내분의 마지막을 슬퍼해 줄 수 있어서 다행이라고 생각하시는군요.
50723,청소년,여성,가족관계,해당없음,분노,분노,난 아직도 새아빠한테 아빠라고 부르지 못하는 나 자신이 밉고 싫어.,새아버지에게 아버지라고 부르지 못하는 자신이 밉고 싫으시군요.,새아빠는 나를 위해 뭐든 다 하시는데 나는 아직 마음의 준비가 안 되어있나 봐.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?,새아빠랑 단둘이 있을 때 용기 내어 아빠라고 불러야겠어.,꼭 용기 내어 아빠라고 불러서 이 상황을 극복했으면 좋겠어요.
41281,노년,남성,대인관계,만성질환 무,불안,취약한,얼마 전부터 한 건물의 경비원으로 출근을 해.,경비원으로 출근하게 되셨군요.,근데 자꾸 사람들 마주하는 것이 두렵네. 아직 준비가 안 되어 있는 듯해.,처음이라서 그러신 걸까요?,사람들도 인사를 하면 뭐 대수롭지 않게 성의 없이 받네. 난 깍듯이 인사를 했다고 생각하는데.,사람들의 반응에 마음이 불편하셨나 보네요.
2711,중년,여성,건강,해당없음,불안,걱정스러운,기분이 좋지 않아,기분이 좋지 않은 이유를 알 수 있을까요?,요새 건강검진을 받았는데 건강 상태가 좋지 않아.,건강 상태가 좋지 않아 많이 속상하시겠어요. 어디가 안 좋은가요?,여기저기 관리해야할 곳이 많네.,관리해야하는 곳이 많아 걱정이 있으시군요.
33843,청소년,남성,학업 및 진로,해당없음,슬픔,눈물이 나는,나는 학교 폭력을 당했어. 그런데 그것보다 더 억울한 건 당한 내가 학교를 옮겼다는 거야.,많이 힘드시겠어요. 괜찮으신가요?,괜찮지가 않아. 비록 과거지만 나는 아직도 이해가 안 돼.,많이 힘드시겠어요. ,그래도 이제 극복해야하지 않나 생각중이야.,어떻게 극복하실 생각이신가요?
31255,노년,여성,재정,만성질환 무,상처,괴로워하는,큰 딸을 시집보내는데 변변한 예단 없이 보내서 딸에게 미안해.,따님을 시집 보내시면서 따님에게 미안한 마음이 드셨군요.,우리 딸이 자기가 착실히 번 돈으로 알아서 다 했어.,어떻게 하면 따님한테 미안한 마음이 누그러질 수 있을까요?,항상 그 자리에 있어주고 힘들 때나 괴로울 때 든든한 버팀목이 되어 주어야지.,사용자님의 마음이 따님에게 잘 전해지기를 바라요.
35827,청소년,여성,학업 및 진로,해당없음,불안,혼란스러운,나는 지금도 진로를 정하지 못했는데 고등학교에 입학하니 다들 진로를 정하라고 해.,진로 생각으로 고민이 있으시군요.,아직 내가 뭘 하고싶은지도 모르겠는데 모두들 진로를 정하라고 하니 복잡해.,많이 복잡하시겠어요.어떻게 하면 잘 이겨낼 수 있을까요?,학교생활을 하며 내가 정말 하고싶은 일을 찾아볼거야.,굳 아이디어네요.
14479,노년,여성,대인관계,만성질환 유,상처,고립된,허리 통증 때문에 집에만 있어야 돼서 고립된 것 같아.,혼자 시간을 보내다 보니 외로우시군요.,직업을 가지고 싶은데 아직 아무것도 못하거든.,그럼 많이 무기력하시겠어요. 이런 상황에서 어떻게 하는 것이 좋은 방법일까요?,앞으로 산책을 하면서 밖에도 나갈 생각이야.,산책을 하면서 답답한 마음을 풀어 보려고 하시는군요.
